KO	Description
K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
K13542	cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13543	hemDX; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13544	PPD, MES16; pheophorbidase [EC:3.1.1.82]
K13545	RCCR, ACD2; red chlorophyll catabolite reductase [EC:1.3.7.12]
K13546	btrC, neoC, kanC; 2-deoxy-scyllo-inosose synthase [EC:4.2.3.124]
K13547	btrR, neoB, kanB; L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose aminotransferase [EC:2.6.1.100 2.6.1.101]
K13548	neoA, kanK; 2-deoxy-scyllo-inosamine dehydrogenase [EC:1.1.1.329]
K13549	btrN; 2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent) [EC:1.1.99.38]
K13550	btrM, neoD, kanF; 2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase [EC:2.4.1.283 2.4.1.284]
K13551	btrD; 2'-N-acetylparomamine deacetylase [EC:3.5.1.112]
K13552	btrQ; paromamine 6'-oxidase [EC:1.1.3.43]
K13553	btrB; neamine transaminase [EC:2.6.1.93]
K13554	btrL, neoM; neamine phosphoribosyltransferase [EC:2.4.2.49]
K13555	btrP, neoI; 5''-phosphoribostamycin phosphatase [EC:3.1.3.88]
K13556	neoK; UDP-N-acetyl-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase [EC:2.4.1.285]
K13557	neoN, neoH; neomycin C epimerase [EC:5.1.3.-]
K13558	btrI; acyl carrier protein BtrI
K13559	btrJ; [BtrI acyl-carrier protein]--L-glutamate ligase [EC:6.2.1.39]
K13560	btrK; L-glutamyl-[BtrI acyl-carrier protein] decarboxylase [EC:4.1.1.95]
K13561	btrO; 4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase [EC:1.14.14.13]
K13562	btrV, btrU; NAD(P)H:FMN oxidoreductase [EC:1.5.1.-]
K13563	btrH; ribostamycin:4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoyl-[BtrI acyl-carrier protein] 4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoate transferase [EC:2.3.2.19]
K13564	btrG; gamma-L-glutamyl-butirosin B gamma-L-glutamyl cyclotransferase [EC:4.3.2.6]
K13565	LEPGT; 4-hydroxybenzoate geranyltransferase [EC:2.5.1.93]
K13566	NIT2, yafV; omega-amidase [EC:3.5.1.3]
K13567	ACVR1B, ALK4; activin receptor type-1B [EC:2.7.11.30]
K13568	ACVR1C, ALK7; activin receptor type-1C [EC:2.7.11.30]
K13570	pup; prokaryotic ubiquitin-like protein Pup
K13571	pafA; proteasome accessory factor A [EC:6.3.1.19]
K13572	pafB; proteasome accessory factor B
K13573	pafC; proteasome accessory factor C
K13574	hcxB; hydroxycarboxylate dehydrogenase B [EC:1.1.1.237 1.1.1.-]
K13575	SLC4A4, NBC1; solute carrier family 4 (sodium bicarbonate cotransporter), member 4
K13576	SLC38A3, SNAT3; solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 3
K13577	SLC25A10, DIC; solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10
K13578	BMPR1B, ALK6, CDw293; bone morphogenetic protein receptor type-1B [EC:2.7.11.30]
K13580	K13580; magnesium chelatase subunit ChlD-like protein
K13581	ccrM; modification methylase [EC:2.1.1.72]
K13582	podJ; localization factor PodJL
K13583	gcrA; GcrA cell cycle regulator
K13584	ctrA; two-component system, cell cycle response regulator CtrA
K13585	hfaA; holdfast attachment protein HfaA
K13586	hfaB; holdfast attachment protein HfaB
K13587	cckA; two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
K13588	chpT; histidine phosphotransferase ChpT
K13589	cpdR; two-component system, cell cycle response regulator CpdR
K13590	dgcB; diguanylate cyclase [EC:2.7.7.65]
K13591	popA; two-component system, cell cycle response regulator PopA
K13592	rcdA; regulator of CtrA degradation
K13593	tipF; cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF
K13594	ACVRL1, ALK1; activin receptor-like kinase 1 [EC:2.7.11.30]
K13596	ACVR2B; activin receptor type-2B [EC:2.7.11.30]
K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]
K13599	ntrX; two-component system, NtrC family, nitrogen regulation response regulator NtrX
K13600	CAO; chlorophyllide a oxygenase [EC:1.14.13.122]
K13601	bchQ; bacteriochlorophyllide d C-8(2)-methyltransferase [EC:2.1.1.332]
K13602	bchR; bacteriochlorophyllide d C-12(1)-methyltransferase [EC:2.1.1.331]
K13603	bchV; 3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.169]
K13604	bchU; bacteriochlorophyllide d C-20 methyltransferase [EC:2.1.1.333]
K13605	bchK; bacteriochlorophyll c synthase [EC:2.5.1.-]
K13606	NOL, NYC1; chlorophyll(ide) b reductase [EC:1.1.1.294]
K13607	fldA; cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17]
K13608	SNO; senecionine N-oxygenase [EC:1.14.13.101]
K13609	dpkA, lhpD; delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]
K13610	HMT; 13-hydroxylupinine O-tigloyltransferase [EC:2.3.1.93]
K13611	pksJ; polyketide synthase PksJ
K13612	pksL; polyketide synthase PksL
K13613	pksM; polyketide synthase PksM
K13614	pksN; polyketide synthase PksN
K13615	pksR; polyketide synthase PksR
K13616	AADAC; arylacetamide deacetylase [EC:3.1.1.3]
K13617	PPME1; protein phosphatase methylesterase 1 [EC:3.1.1.89]
K13618	PLA1A; phosphatidylserine sn-1 acylhydrolase [EC:3.1.1.111]
K13619	DDHD1; phospholipase DDHD1 [EC:3.1.1.-]
K13620	wcaD; putative colanic acid polymerase
K13621	BTA1; betaine lipid synthase
K13622	btaA; S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
K13623	btaB; S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K13624	CP; ceruloplasmin [EC:1.16.3.1]
K13625	FTL; ferritin light chain
K13626	fliW; flagellar assembly factor FliW
K13627	SLC12A7, KCC4; solute carrier family 12 (potassium/chloride transporter), member 7
K13628	iscA; iron-sulfur cluster assembly protein
K13629	dsdX; D-serine transporter
K13630	marB; multiple antibiotic resistance protein MarB
K13631	soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator
K13632	marA; AraC family transcriptional regulator, mar-sox-rob regulon activator
K13633	ftrA; AraC family transcriptional regulator, transcriptional activator FtrA
K13634	cysB; LysR family transcriptional regulator, cys regulon transcriptional activator
K13635	cbl; LysR family transcriptional regulator, cys regulon transcriptional activator
K13636	dsdC; LysR family transcriptional regulator, D-serine deaminase activator
K13637	uxuR; GntR family transcriptional regulator, uxu operon transcriptional repressor
K13638	zntR; MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
K13639	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
K13640	hspR; MerR family transcriptional regulator, heat shock protein HspR
K13641	iclR; IclR family transcriptional regulator, acetate operon repressor
K13642	ftrB; CRP/FNR family transcriptional regulator, transcriptional activator FtrB
K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K13644	CEPT1; choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2]
K13645	PLOD2; procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]
K13646	PLOD3; lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]
K13647	PLODN; procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4]
K13648	GAUT; alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]
K13649	FOLR; folate receptor
K13650	mcbA; MqsR-controlled colanic acid and biofilm protein A
K13651	mqsR; motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
K13652	K13652; AraC family transcriptional regulator
K13653	K13653; AraC family transcriptional regulator
K13654	mcbR; GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator
K13655	mqsA; HTH-type transcriptional regulator / antitoxin MqsA
K13656	gumD; undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31]
K13657	gumH, aceA; alpha-1,3-mannosyltransferase [EC:2.4.1.252]
K13658	gumI; beta-1,4-mannosyltransferase [EC:2.4.1.251]
K13659	gumK; 2-beta-glucuronyltransferase [EC:2.4.1.264]
K13660	gumM; beta-1,4-glucosyltransferase [EC:2.4.1.-]
K13661	gumC; GumC protein
K13662	gumE; putative polymerase
K13663	gumF; acyltransferase [EC:2.3.1.-]
K13664	gumG; acyltransferase [EC:2.3.1.-]
K13665	gumL; pyruvyltransferase
K13666	OGNT; UDP-GlcNAc:polypeptide alpha-N-acetylglucosaminyltransferase [EC:2.4.1.-]
K13667	POGLUT1, RUMI, KTELC1; EGF-domain serine glucosyl/xylosyltransferase [EC:2.4.1.376 2.4.2.63]
K13668	pimB; phosphatidyl-myo-inositol dimannoside synthase [EC:2.4.1.346]
K13669	pimE; alpha-1,2-mannosyltransferase [EC:2.4.1.-]
K13670	pimF; putative glycosyltransferase [EC:2.4.-.-]
K13671	K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]
K13672	LPG1; galactofuranosyltransferase [EC:2.4.1.-]
K13673	SCG; phosphoglycan beta-1,3-galactosyltransferase [EC:2.4.1.-]
K13674	SCA; phosphoglycan alpha-1,2-arabinopyranosyltransferase [EC:2.4.2.-]
K13675	B3GALTL; UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]
K13676	GXYLT; UDP-xylose:glucoside alpha-1,3-xylosyltransferase [EC:2.4.2.-]
K13677	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]
K13678	cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]
K13679	WAXY; granule-bound starch synthase [EC:2.4.1.242]
K13680	CSLA; beta-mannan synthase [EC:2.4.1.32]
K13681	FUT; xyloglucan fucosyltransferase [EC:2.4.1.-]
K13682	BMT, WRY; beta-1,2-mannosyltransferase [EC:2.4.1.-]
K13683	wcaE; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]
K13684	wcaC; putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]
K13686	aftA; galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46]
K13687	aftB; arabinofuranosyltransferase [EC:2.4.2.-]
K13688	chvB, cgs, ndvB; cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]
K13689	cgtA; beta-1,4-N-acetylgalactosaminyltransferase [EC:2.4.1.-]
K13690	CMT1; alpha-1,3-mannosyltransferase [EC:2.4.1.-]
K13691	SGT1; pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
K13692	IAGLU; UDP-glucose:(indol-3-yl)acetate beta-D-glucosyltransferase [EC:2.4.1.121]
K13693	gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]
K13694	mepS, spr; murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13]
K13695	nlpC; probable lipoprotein NlpC
K13696	ABHD1_3; abhydrolase domain-containing protein 1/3
K13697	ABHD2; abhydrolase domain-containing protein 2
K13698	ABHD4; abhydrolase domain-containing protein 4
K13699	ABHD5, CGI-58; abhydrolase domain-containing protein 5 [EC:2.3.1.51]
K13700	ABHD6; abhydrolase domain-containing protein 6 [EC:3.1.1.23]
K13701	ABHD8; abhydrolase domain-containing protein 8
K13702	ABHD10; abhydrolase domain-containing protein 10 [EC:3.1.1.93]
K13703	ABHD11; abhydrolase domain-containing protein 11
K13704	ABHD12; abhydrolase domain-containing protein 12 [EC:3.1.1.23]
K13705	ABHD12B; abhydrolase domain-containing protein 12B [EC:3.-.-.-]
K13706	ABHD14; abhydrolase domain-containing protein 14
K13707	ABHD15; abhydrolase domain-containing protein 15
K13708	DOCK1; dedicator of cytokinesis protein 1
K13709	ARHGAP5; Rho GTPase-activating protein 5
K13710	ARHGEF7, PIXB; Rho guanine nucleotide exchange factor 7
K13711	PI4K2; phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]
K13712	PIP5KL1; phosphatidylinositol-4-phosphate 5-kinase-like protein 1 [EC:2.7.1.68]
K13713	purCD; fusion protein PurCD [EC:6.3.2.6 6.3.4.13]
K13714	atl; bifunctional autolysin [EC:3.5.1.28 3.2.1.96]
K13715	sspB; staphopain B [EC:3.4.22.-]
K13716	OTUD1; OTU domain-containing protein 1 [EC:3.4.19.12]
K13717	OTUD3; OTU domain-containing protein 3 [EC:3.4.19.12]
K13718	OTUD4; OTU domain-containing protein 4 [EC:3.4.19.12]
K13719	OTU1, YOD1; ubiquitin thioesterase OTU1 [EC:3.1.2.-]
K13720	NAAA; N-acylethanolamine-hydrolysing acid amidase [EC:3.5.1.-]
K13721	APE2; aminopeptidase 2 [EC:3.4.11.-]
K13722	trf2_3; tricorn protease interacting factor F2/3 [EC:3.4.11.-]
K13723	ERAP2; endoplasmic reticulum aminopeptidase 2 [EC:3.4.11.-]
K13724	AQPEP; aminopeptidase Q [EC:3.4.11.-]
K13725	PFAM1; M1-family aminopeptidase [EC:3.4.11.-]
K13726	MEPB; metallopeptidase MepB [EC:3.4.24.-]
K13727	pdc; phenolic acid decarboxylase [EC:4.1.1.-]
K13728	MAD2L2; mitotic spindle assembly checkpoint protein MAD2B
K13729	TCAC2, TC52; thiol-dependent reductase 1
K13730	inlA; internalin A
K13731	inlB; internalin B
K13732	fnbA; fibronectin-binding protein A
K13733	fnbB; fibronectin-binding protein B
K13734	sfb1; fibronectin-binding protein 1
K13735	yeeJ; adhesin/invasin
K13736	ARHGAP10; Rho GTPase-activating protein 10
K13737	SEPT1; septin 1
K13738	CD2AP; CD2-associated protein
K13739	sopD; secreted effector protein SopD
K13740	sptP; secreted effector protein SptP
K13741	sopE; guanine nucleotide exchange factor SopE
K13742	ipgB1; protein IpgB1
K13743	ipgB2; protein IpgB2
K13744	ARHGEF26, SGEF; Rho guanine nucleotide exchange factor 26
K13745	ddc; L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]
K13746	cansdh; carboxynorspermidine synthase [EC:1.5.1.43]
K13747	nspC; carboxynorspermidine decarboxylase [EC:4.1.1.96]
K13748	MGAT4C; alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]
K13749	SLC24A1, NCKX1; solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
K13750	SLC24A2, NCKX2; solute carrier family 24 (sodium/potassium/calcium exchanger), member 2
K13751	SLC24A3, NCKX3; solute carrier family 24 (sodium/potassium/calcium exchanger), member 3
K13752	SLC24A4, NCKX4; solute carrier family 24 (sodium/potassium/calcium exchanger), member 4
K13753	SLC24A5, NCKX5; solute carrier family 24 (sodium/potassium/calcium exchanger), member 5
K13754	SLC24A6, NCKX6; solute carrier family 24 (sodium/potassium/calcium exchanger), member 6
K13755	PDE1; calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]
K13756	PDE6B; rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta [EC:3.1.4.35]
K13757	PDE6C; cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' [EC:3.1.4.35]
K13758	PDE6D; retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
K13759	PDE6G; retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
K13760	PDE6H; retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
K13761	PDE9; high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]
K13762	PDE5; cGMP-specific 3',5'-cyclic phosphodiesterase [EC:3.1.4.35]
K13763	PDE6N; cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate [EC:3.1.4.35]
K13764	RCVRN; recoverin
K13765	RGS9; regulator of G-protein signaling 9
K13766	liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]
K13767	fadB; enoyl-CoA hydratase [EC:4.2.1.17]
K13768	GAST; gastrin
K13769	IGF2; insulin-like growth factor 2
K13770	ysiA, fadR; TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein
K13771	nsrR; Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
K13772	rirA; Rrf2 family transcriptional regulator, iron-responsive regulator
K13773	TP53AIP1; p53-regulated apoptosis-inducing protein 1
K13774	atuB; citronellol/citronellal dehydrogenase
K13775	atuG; citronellol/citronellal dehydrogenase
K13776	atuH; citronellyl-CoA synthetase [EC:6.2.1.-]
K13777	atuF; geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]
K13778	atuC; geranyl-CoA carboxylase beta subunit [EC:6.4.1.5]
K13779	atuE; isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]
K13780	SLC7A5, LAT1; solute carrier family 7 (L-type amino acid transporter), member 5
K13781	SLC7A8, LAT2; solute carrier family 7 (L-type amino acid transporter), member 8
K13782	SLC7A10, ASC1; solute carrier family 7 (D/L-type amino acid transporter), member 10
K13783	SLC37A1_2; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2
K13784	PTMA; prothymosin alpha
K13785	TMSB10; thymosin beta 10
K13786	cobR; cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.-]
K13787	idsA; geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]
K13789	GGPS; geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]
K13790	icsB, bopA; virulence protein IcsB
K13791	ipaH9.8; invasion plasmid antigen
K13792	ospG; secreted effector OspG
K13793	ospE, espO; secreted effector OspE
K13794	tcuR; LysR family transcriptional regulator, regulatory protein for tcuABC
K13795	citB, tcuB; citrate/tricarballylate utilization protein
K13796	cobZ, tcuA; tricarballylate dehydrogenase
K13797	rpoBC; DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]
K13798	rpoB; DNA-directed RNA polymerase subunit B [EC:2.7.7.6]
K13799	panC-cmk; pantoate ligase / CMP/dCMP kinase [EC:6.3.2.1 2.7.4.25]
K13800	CMPK1, UMPK; UMP-CMP kinase [EC:2.7.4.14]
K13801	ARR3; arrestin-C
K13802	NINAE, Rh1; opsin Rh1
K13803	TRPL; transient-receptor-potential-like protein
K13804	INAD; inactivation no afterpotential D protein
K13805	ARR2; arrestin-2
K13806	DAGL; sn1-specific diacylglycerol lipase [EC:3.1.1.-]
K13807	PPEF, PPP7C; serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]
K13808	ARR1; arrestin-1
K13809	CMPK2; UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]
K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]
K13811	PAPSS; 3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
K13812	fae-hps; bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
K13813	STX12, STX13; syntaxin 12/13
K13814	TSNARE1; t-SNARE domain-containing protein 1
K13815	rpfG; two-component system, response regulator RpfG
K13816	rpfF; DSF synthase
K13818	mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]
K13819	K13819; NifU-like protein
K13820	fliR-flhB; flagellar biosynthesis protein FliR/FlhB
K13821	putA; RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
K13822	HBA; hemoglobin subunit alpha
K13823	HBB; hemoglobin subunit beta
K13824	HBG; hemoglobin subunit gamma
K13825	HBE; hemoglobin subunit epsilon
K13826	HBZ; hemoglobin subunit zeta
K13827	HBQ1; hemoglobin subunit theta
K13828	HBM; hemoglobin subunit mu
K13829	aroKB; shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K13830	ARO1; pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
K13831	hps-phi; 3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
K13832	aroDE, DHQ-SDH; 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
K13833	SPECT; sporozoite microneme protein
K13834	SPECT2; sporozoite microneme protein 2
K13835	CELTOS; cell-traversal protein for ookinetes and sporozoites
K13836	CSP; circumsporozoite protein
K13837	TRAP; thrombospondin-related anonymous protein
K13838	MSP1; merozoite surface protein 1
K13839	MSP2; merozoite surface protein 2
K13840	MSP3; merozoite surface protein 3
K13841	MSP4; merozoite surface protein 4
K13842	MSP5; merozoite surface protein 5
K13843	MSP6; merozoite surface protein 6
K13844	MSP8; merozoite surface protein 8
K13845	AMA-1; apical merozoite antigen 1
K13846	PVDR, DBP; Duffy binding protein
K13847	EBA175; erythrocyte-binding antigen 175
K13848	EBA140; erythrocyte-binding antigen 140
K13849	RBP; reticulocyte-binding protein
K13850	PFEMP1; erythrocyte membrane protein 1
K13851	RIF; repetitive interspersed family protein
K13852	STEVOR; subtelomeric variable open reading frame
K13853	aroG, aroA; 3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]
K13854	K13854, glf; MFS transporter, SP family, glucose uniporter
K13855	SLC4A2, AE2; solute carrier family 4 (anion exchanger), member 2
K13856	SLC4A3, AE3; solute carrier family 4 (anion exchanger), member 3
K13857	SLC4A5, NBC4; solute carrier family 4 (sodium bicarbonate cotransporter), member 5
K13858	SLC4A7, NBC3; solute carrier family 4 (sodium bicarbonate cotransporter), member 7
K13859	SLC4A8; solute carrier family 4 (sodium bicarbonate cotransporter), member 8
K13860	SLC4A9, AE4; solute carrier family 4 (sodium bicarbonate cotransporter), member 9
K13861	SLC4A10, NCBE; solute carrier family 4 (sodium bicarbonate transporter), member 10
K13862	SLC4A11, BTR1; solute carrier family 4 (sodium borate transporter), member 11
K13863	SLC7A1, ATRC1; solute carrier family 7 (cationic amino acid transporter), member 1
K13864	SLC7A2, ATRC2; solute carrier family 7 (cationic amino acid transporter), member 2
K13865	SLC7A3, ATRC3; solute carrier family 7 (cationic amino acid transporter), member 3
K13866	SLC7A4; solute carrier family 7 (cationic amino acid transporter), member 4
K13867	SLC7A7; solute carrier family 7 (L-type amino acid transporter), member 7
K13868	SLC7A9_15, BAT1; solute carrier family 7 (L-type amino acid transporter), member 9/15
K13869	SLC7A11; solute carrier family 7 (L-type amino acid transporter), member 11
K13870	SLC7A12_13, AGT1; solute carrier family 7 (L-type amino acid transporter), member 12/13
K13871	SLC7A14; solute carrier family 7 (cationic amino acid transporter), member 14
K13872	SLC7A6; solute carrier family 7 (L-type amino acid transporter), member 6
K13873	araA; L-arabinose 1-dehydrogenase [EC:1.1.1.376]
K13874	araB; L-arabinonolactonase [EC:3.1.1.15]
K13875	K13875, araC; L-arabonate dehydrase [EC:4.2.1.25]
K13876	araD; 2-keto-3-deoxy-L-arabinonate dehydratase [EC:4.2.1.43]
